Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,NSLP Provision 2 or 3 School ,Charter School Number,Charter Funding Type,Low Grade,High Grade,Enrollment (K-12),Unadjusted Free Meal Count (K-12),Adjusted Free Meal Count (K-12),Adjusted Percent (%) Eligible Free (K-12),Unadjusted FRPM Count (K-12),Adjusted FRPM Count (K-12),Adjusted Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Unadjusted Free Meal Count (Ages 5-17),Adjusted Free Meal Count (Ages 5-17),Adjusted Percent (%) Eligible Free (Ages 5-17),Unadjusted FRPM Count (Ages 5-17),Adjusted FRPM Count (Ages 5-17),Adjusted Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2013-14,32,66969,3233509,Plumas,Plumas Unified,Greenville Junior/Senior High,N,,,7,12,102,51,51,50.0%,64,64,62.7%,96,47,47,49.0%,60,60,62.5%,Y
2013-14,32,66969,3235603,Plumas,Plumas Unified,Portola Junior/Senior High,N,,,7,12,239,95,95,39.7%,126,126,52.7%,231,91,91,39.4%,121,121,52.4%,Y
2013-14,32,66969,3236007,Plumas,Plumas Unified,Quincy Junior/Senior High,N,,,7,12,325,83,84,25.8%,113,114,35.1%,314,82,83,26.4%,111,112,35.7%,Y
2013-14,32,66969,6031413,Plumas,Plumas Unified,Chester Elementary,N,,,K,6,204,100,100,49.0%,120,120,58.8%,199,99,99,49.7%,119,119,59.8%,Y
2013-14,32,66969,6031421,Plumas,Plumas Unified,Indian Valley Elementary,N,,,K,6,148,79,79,53.4%,97,97,65.5%,146,79,79,54.1%,97,97,66.4%,Y
2013-14,32,66969,6031470,Plumas,Plumas Unified,Quincy Elementary,N,,,K,6,350,143,144,41.1%,176,177,50.6%,348,143,144,41.4%,176,177,50.9%,Y
2013-14,32,66969,6110308,Plumas,Plumas Unified,C. Roy Carmichael Elementary,N,,,K,6,344,185,185,53.8%,224,224,65.1%,337,181,181,53.7%,220,220,65.3%,Y
2013-14,33,10330,110833,Riverside,Riverside County Office of Education,River Springs Charter,N,753,Directly funded,K,12,5229,1437,1462,28.0%,2053,2074,39.7%,5150,1421,1446,28.1%,2028,2049,39.8%,Y
2013-14,33,10330,125237,Riverside,Riverside County Office of Education,Riverside County Education Academy,N,1366,Locally funded,9,12,97,63,64,66.0%,68,68,70.1%,96,62,63,65.6%,67,67,69.8%,Y
2013-14,33,10330,125385,Riverside,Riverside County Office of Education,"Imagine Schools, Riverside County",N,1369,Directly funded,K,1,140,86,88,62.9%,106,108,77.1%,123,75,76,61.8%,92,93,75.6%,Y
2013-14,33,10330,128397,Riverside,Riverside County Office of Education,Come Back Kids,N,1568,Locally funded,9,12,209,135,135,64.6%,137,137,65.6%,45,27,27,60.0%,28,28,62.2%,Y
2013-14,33,10330,128777,Riverside,Riverside County Office of Education,Gateway College and Career Academy,N,1602,Directly funded,9,12,153,64,66,43.1%,77,79,51.6%,73,35,37,50.7%,42,44,60.3%,Y
2013-14,33,10330,3330123,Riverside,Riverside County Office of Education,Riverside County Juvenile Court,N,,,K,12,230,177,181,78.7%,177,181,78.7%,185,151,154,83.2%,151,154,83.2%,Y
2013-14,33,10330,3330404,Riverside,Riverside County Office of Education,Riverside County Opportunity,N,,,K,12,93,68,68,73.1%,72,72,77.4%,64,48,48,75.0%,50,50,78.1%,Y
2013-14,33,10330,3331055,Riverside,Riverside County Office of Education,Riverside County Community,N,,,7,12,699,391,402,57.5%,416,427,61.1%,501,304,311,62.1%,326,333,66.5%,Y
2013-14,33,10330,6069207,Riverside,Riverside County Office of Education,Riverside County Special Education,N,,,K,12,832,662,665,79.9%,674,677,81.4%,650,515,518,79.7%,520,523,80.5%,Y
2013-14,33,31625,3330834,Riverside,California School for the Deaf-Riverside (State Special Schl),California School for the Deaf-Riverside,Y,,,K,12,383,119,121,31.6%,119,121,31.6%,324,102,104,32.1%,102,104,32.1%,Y
2013-14,33,66977,1,Riverside,Alvord Unified,"Nonpublic, Nonsectarian Schools",N,,,,,36,11,11,30.6%,11,11,30.6%,24,10,10,41.7%,10,10,41.7%,Y
2013-14,33,66977,113597,Riverside,Alvord Unified,Phillip M. Stokoe Elementary,N,,,K,5,759,508,510,67.2%,594,595,78.4%,743,501,503,67.7%,584,585,78.7%,Y
2013-14,33,66977,113605,Riverside,Alvord Unified,Lake Hills Elementary,N,,,K,5,804,266,267,33.2%,361,361,44.9%,781,255,256,32.8%,350,350,44.8%,Y
2013-14,33,66977,125732,Riverside,Alvord Unified,Hillcrest High,N,,,9,12,855,416,420,49.1%,540,541,63.3%,855,416,420,49.1%,540,541,63.3%,Y
2013-14,33,66977,126896,Riverside,Alvord Unified,Alvord Alternative Education Center,N,,,10,12,131,90,91,69.5%,100,101,77.1%,71,58,58,81.7%,62,62,87.3%,Y
2013-14,33,66977,3330008,Riverside,Alvord Unified,La Sierra High,N,,,9,12,2504,1411,1413,56.4%,1802,1804,72.0%,2395,1341,1343,56.1%,1720,1722,71.9%,Y
2013-14,33,66977,3334299,Riverside,Alvord Unified,Norte Vista High,N,,,9,12,2185,1595,1597,73.1%,1907,1907,87.3%,2085,1524,1526,73.2%,1822,1822,87.4%,Y
2013-14,33,66977,3337128,Riverside,Alvord Unified,Alvord Continuation High,N,,,9,12,213,127,127,59.6%,155,155,72.8%,103,65,65,63.1%,78,78,75.7%,Y
2013-14,33,66977,6031496,Riverside,Alvord Unified,Allan Orrenmaa Elementary,N,,,K,5,630,373,374,59.4%,460,461,73.2%,618,365,366,59.2%,449,450,72.8%,Y
2013-14,33,66977,6031504,Riverside,Alvord Unified,Arizona Middle,N,,,6,8,1099,707,709,64.5%,872,872,79.3%,1099,707,709,64.5%,872,872,79.3%,Y
2013-14,33,66977,6031512,Riverside,Alvord Unified,Arlanza Elementary,N,,,K,5,643,584,586,91.1%,624,626,97.4%,628,570,572,91.1%,609,611,97.3%,Y
2013-14,33,66977,6031520,Riverside,Alvord Unified,Collett Elementary,N,,,K,5,711,495,497,69.9%,601,601,84.5%,692,488,490,70.8%,590,590,85.3%,Y
2013-14,33,66977,6031538,Riverside,Alvord Unified,Foothill Elementary,N,,,K,5,622,530,532,85.5%,573,574,92.3%,614,524,526,85.7%,566,567,92.3%,Y
2013-14,33,66977,6031546,Riverside,Alvord Unified,La Granada Elementary,N,,,K,5,684,590,591,86.4%,649,649,94.9%,672,580,581,86.5%,639,639,95.1%,Y
2013-14,33,66977,6031553,Riverside,Alvord Unified,Myra Linn Elementary,N,,,K,5,643,527,529,82.3%,590,591,91.9%,623,510,512,82.2%,572,573,92.0%,Y
2013-14,33,66977,6031579,Riverside,Alvord Unified,Terrace Elementary,N,,,K,5,680,546,546,80.3%,618,618,90.9%,662,535,535,80.8%,602,602,90.9%,Y
2013-14,33,66977,6031587,Riverside,Alvord Unified,Twinhill Elementary,N,,,K,5,586,485,486,82.9%,541,542,92.5%,573,474,475,82.9%,530,531,92.7%,Y
2013-14,33,66977,6031595,Riverside,Alvord Unified,Wells Middle,N,,,6,8,957,821,821,85.8%,902,902,94.3%,957,821,821,85.8%,902,902,94.3%,Y
2013-14,33,66977,6098156,Riverside,Alvord Unified,Loma Vista Middle,N,,,6,8,1077,822,826,76.7%,972,972,90.3%,1077,822,826,76.7%,972,972,90.3%,Y
2013-14,33,66977,6106074,Riverside,Alvord Unified,S. Christa McAuliffe Elementary,N,,,K,5,763,343,343,45.0%,450,450,59.0%,748,334,334,44.7%,440,440,58.8%,Y
2013-14,33,66977,6107304,Riverside,Alvord Unified,Promenade Elementary,N,,,K,5,583,236,239,41.0%,310,313,53.7%,571,231,234,41.0%,304,307,53.8%,Y
2013-14,33,66977,6108104,Riverside,Alvord Unified,Valley View Elementary,N,,,K,5,393,285,286,72.8%,329,330,84.0%,378,280,281,74.3%,322,323,85.4%,Y
2013-14,33,66977,6116339,Riverside,Alvord Unified,Rosemary Kennedy Elementary,N,,,K,5,579,403,404,69.8%,482,483,83.4%,563,394,395,70.2%,470,471,83.7%,Y
2013-14,33,66977,6120109,Riverside,Alvord Unified,Ysmael Villegas Middle,N,,,6,8,1343,636,639,47.6%,841,843,62.8%,1343,636,639,47.6%,841,843,62.8%,Y
2013-14,33,66985,1,Riverside,Banning Unified,"Nonpublic, Nonsectarian Schools",N,,,,,12,4,4,33.3%,4,4,33.3%,12,4,4,33.3%,4,4,33.3%,Y
2013-14,33,66985,3330214,Riverside,Banning Unified,Banning High,N,,,9,12,1116,759,763,68.4%,923,927,83.1%,1084,737,741,68.4%,896,900,83.0%,Y
2013-14,33,66985,3330222,Riverside,Banning Unified,New Horizon High,N,,,9,12,72,52,52,72.2%,58,58,80.6%,66,48,48,72.7%,53,53,80.3%,Y
2013-14,33,66985,3330974,Riverside,Banning Unified,Banning Independent Study,N,,,K,12,95,44,45,47.4%,50,51,53.7%,88,41,42,47.7%,47,48,54.5%,Y
2013-14,33,66985,6031603,Riverside,Banning Unified,Cabazon Elementary,N,,,K,5,323,254,254,78.6%,286,286,88.5%,312,247,247,79.2%,278,278,89.1%,Y
2013-14,33,66985,6031611,Riverside,Banning Unified,Central Elementary,N,,,K,5,793,560,563,71.0%,673,674,85.0%,759,536,538,70.9%,642,643,84.7%,Y
2013-14,33,66985,6031629,Riverside,Banning Unified,Hemmerling Elementary,N,,,K,5,519,410,410,79.0%,474,474,91.3%,513,404,404,78.8%,468,468,91.2%,Y
2013-14,33,66985,6031637,Riverside,Banning Unified,Hoffer Elementary,N,,,K,5,589,506,507,86.1%,559,559,94.9%,580,498,499,86.0%,551,551,95.0%,Y
2013-14,33,66985,6112080,Riverside,Banning Unified,Nicolet Middle,N,,,6,8,961,718,719,74.8%,845,846,88.0%,961,718,719,74.8%,845,846,88.0%,Y
2013-14,33,66993,1,Riverside,Beaumont Unified,"Nonpublic, Nonsectarian Schools",N,,,,,51,36,40,78.4%,36,40,78.4%,47,34,38,80.9%,34,38,80.9%,Y
2013-14,33,66993,101006,Riverside,Beaumont Unified,Sundance Elementary,N,,,K,5,785,376,377,48.0%,467,467,59.5%,774,373,374,48.3%,463,463,59.8%,Y
2013-14,33,66993,102749,Riverside,Beaumont Unified,Brookside Elementary,N,,,K,5,622,236,238,38.3%,311,313,50.3%,610,233,235,38.5%,308,310,50.8%,Y
2013-14,33,66993,106062,Riverside,Beaumont Unified,San Gorgonio Middle,N,,,6,8,963,534,536,55.7%,686,687,71.3%,963,534,536,55.7%,686,687,71.3%,Y
2013-14,33,66993,113936,Riverside,Beaumont Unified,Tournament Hills Elementary,N,,,K,5,789,189,189,24.0%,274,274,34.7%,776,187,187,24.1%,270,270,34.8%,Y
2013-14,33,66993,116947,Riverside,Beaumont Unified,Anna Hause Elementary,N,,,K,5,757,377,378,49.9%,474,475,62.7%,742,371,372,50.1%,465,466,62.8%,Y
2013-14,33,66993,127142,Riverside,Beaumont Unified,Highland Academy,N,1493,Directly funded,K,8,155,6,8,5.2%,6,8,5.2%,155,6,8,5.2%,6,8,5.2%,Y
2013-14,33,66993,3330479,Riverside,Beaumont Unified,Beaumont Senior High,N,,,9,12,2608,1127,1135,43.5%,1538,1543,59.2%,2531,1087,1095,43.3%,1491,1496,59.1%,Y
2013-14,33,66993,3330842,Riverside,Beaumont Unified,Glen View High,N,,,9,12,96,54,54,56.3%,61,61,63.5%,63,36,36,57.1%,40,40,63.5%,Y
2013-14,33,66993,3331089,Riverside,Beaumont Unified,Three Rings Ranch Elementary,N,,,K,5,661,375,375,56.7%,447,447,67.6%,648,365,365,56.3%,436,436,67.3%,Y
2013-14,33,66993,6031652,Riverside,Beaumont Unified,Mountain View Middle,N,,,6,8,976,401,405,41.5%,557,560,57.4%,976,401,405,41.5%,557,560,57.4%,Y
2013-14,33,66993,6031660,Riverside,Beaumont Unified,Palm Elementary,N,,,K,5,610,405,406,66.6%,473,473,77.5%,598,398,399,66.7%,464,464,77.6%,Y
2013-14,33,67033,1,Riverside,Corona-Norco Unified,"Nonpublic, Nonsectarian Schools",N,,,,,39,2,5,12.8%,2,5,12.8%,28,2,5,17.9%,2,5,17.9%,Y
2013-14,33,67033,100966,Riverside,Corona-Norco Unified,El Cerrito Middle,N,,,6,8,1271,284,286,22.5%,384,385,30.3%,1271,284,286,22.5%,384,385,30.3%,Y
2013-14,33,67033,100974,Riverside,Corona-Norco Unified,Clara Barton Elementary,N,,,K,6,1721,338,339,19.7%,423,424,24.6%,1679,331,331,19.7%,416,416,24.8%,Y
2013-14,33,67033,100982,Riverside,Corona-Norco Unified,Temescal Valley Elementary,N,,,K,6,920,180,183,19.9%,273,276,30.0%,901,176,179,19.9%,268,271,30.1%,Y
2013-14,33,67033,105791,Riverside,Corona-Norco Unified,Dwight D. Eisenhower Elementary,N,,,K,6,892,116,117,13.1%,156,157,17.6%,892,116,117,13.1%,156,157,17.6%,Y
2013-14,33,67033,105809,Riverside,Corona-Norco Unified,Harada Elementary,N,,,K,6,1292,303,305,23.6%,416,417,32.3%,1278,302,304,23.8%,414,415,32.5%,Y
2013-14,33,67033,110106,Riverside,Corona-Norco Unified,Orange Grove High,N,,,9,12,171,107,112,65.5%,126,130,76.0%,156,96,100,64.1%,114,117,75.0%,Y
2013-14,33,67033,110627,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,N,,,9,12,3667,999,1013,27.6%,1406,1414,38.6%,3593,970,984,27.4%,1371,1379,38.4%,Y
2013-14,33,67033,110635,Riverside,Corona-Norco Unified,River Heights Intermediate,N,,,7,8,1052,320,321,30.5%,433,434,41.3%,1052,320,321,30.5%,433,434,41.3%,Y
2013-14,33,67033,110643,Riverside,Corona-Norco Unified,Eastvale Elementary,N,,,K,6,1449,270,273,18.8%,406,409,28.2%,1420,267,269,18.9%,401,403,28.4%,Y
2013-14,33,67033,110759,Riverside,Corona-Norco Unified,John F. Kennedy High,N,,,10,12,591,131,131,22.2%,190,190,32.1%,527,115,115,21.8%,164,164,31.1%,Y
2013-14,33,67033,113647,Riverside,Corona-Norco Unified,Dr. Bernice Jameson Todd Elementary,N,,,K,6,824,177,178,21.6%,226,227,27.5%,808,175,176,21.8%,223,224,27.7%,Y
2013-14,33,67033,113654,Riverside,Corona-Norco Unified,Rosa Parks Elementary,N,,,K,6,1531,294,297,19.4%,409,412,26.9%,1506,289,292,19.4%,403,406,27.0%,Y
2013-14,33,67033,119321,Riverside,Corona-Norco Unified,Louis VanderMolen Fundamental Elementary,N,,,K,6,1067,464,467,43.8%,562,565,53.0%,1050,454,457,43.5%,551,554,52.8%,Y
2013-14,33,67033,123828,Riverside,Corona-Norco Unified,Dr. Augustine Ramirez Intermediate,N,,,7,8,1123,230,232,20.7%,350,352,31.3%,1123,230,232,20.7%,350,352,31.3%,Y
2013-14,33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,N,,,K,12,124,35,35,28.2%,36,36,29.0%,102,24,24,23.5%,25,25,24.5%,Y
2013-14,33,67033,3330446,Riverside,Corona-Norco Unified,Centennial High,N,,,9,12,3312,1135,1139,34.4%,1478,1482,44.7%,3258,1115,1119,34.3%,1456,1460,44.8%,Y
2013-14,33,67033,3330586,Riverside,Corona-Norco Unified,Lee V. Pollard High,N,,,9,12,807,383,385,47.7%,455,457,56.6%,662,325,326,49.2%,392,393,59.4%,Y
2013-14,33,67033,3330602,Riverside,Corona-Norco Unified,Corona Vista High,N,,,9,12,6,6,6,100.0%,6,6,100.0%,5,5,5,100.0%,5,5,100.0%,Y
2013-14,33,67033,3330701,Riverside,Corona-Norco Unified,Santiago High,N,,,9,12,3609,599,602,16.7%,829,832,23.1%,3532,590,593,16.8%,816,819,23.2%,Y
2013-14,33,67033,3331600,Riverside,Corona-Norco Unified,Corona High,N,,,9,12,2988,1367,1369,45.8%,1696,1697,56.8%,2909,1334,1336,45.9%,1651,1652,56.8%,Y
2013-14,33,67033,3334232,Riverside,Corona-Norco Unified,Norco High,N,,,9,12,2315,656,663,28.6%,858,864,37.3%,2265,642,649,28.7%,842,848,37.4%,Y
2013-14,33,67033,6031736,Riverside,Corona-Norco Unified,John Adams Elementary,N,,,K,6,777,525,530,68.2%,612,615,79.2%,766,519,524,68.4%,605,608,79.4%,Y
2013-14,33,67033,6031751,Riverside,Corona-Norco Unified,Coronita Elementary,N,,,K,6,613,446,446,72.8%,535,535,87.3%,597,434,434,72.7%,520,520,87.1%,Y
2013-14,33,67033,6031785,Riverside,Corona-Norco Unified,Garretson Elementary,N,,,K,6,1076,596,596,55.4%,678,678,63.0%,1047,584,584,55.8%,663,663,63.3%,Y
2013-14,33,67033,6031793,Riverside,Corona-Norco Unified,George Washington Elementary,N,,,K,6,875,387,393,44.9%,497,499,57.0%,875,387,393,44.9%,497,499,57.0%,Y
2013-14,33,67033,6031801,Riverside,Corona-Norco Unified,Highland Elementary,N,,,K,6,657,186,188,28.6%,220,222,33.8%,657,186,188,28.6%,220,222,33.8%,Y
2013-14,33,67033,6031819,Riverside,Corona-Norco Unified,Home Gardens Academy,N,,,K,8,885,698,699,79.0%,766,767,86.7%,870,685,686,78.9%,753,754,86.7%,Y
2013-14,33,67033,6031827,Riverside,Corona-Norco Unified,Jefferson Elementary,N,,,K,6,790,656,657,83.2%,720,721,91.3%,772,641,642,83.2%,705,706,91.5%,Y
2013-14,33,67033,6031835,Riverside,Corona-Norco Unified,Lincoln Alternative Elementary,N,,,K,6,1011,255,256,25.3%,331,332,32.8%,1010,254,255,25.2%,330,331,32.8%,Y
2013-14,33,67033,6031843,Riverside,Corona-Norco Unified,Norco Elementary,N,,,K,6,643,152,153,23.8%,197,197,30.6%,643,152,153,23.8%,197,197,30.6%,Y
2013-14,33,67033,6031850,Riverside,Corona-Norco Unified,Parkridge Elementary,N,,,K,6,842,679,680,80.8%,738,738,87.6%,818,660,661,80.8%,718,718,87.8%,Y
2013-14,33,67033,6031868,Riverside,Corona-Norco Unified,Riverview Elementary,N,,,K,6,329,163,167,50.8%,178,182,55.3%,328,163,167,50.9%,178,182,55.5%,Y
2013-14,33,67033,6031876,Riverside,Corona-Norco Unified,Sierra Vista Elementary,N,,,K,6,475,176,179,37.7%,218,218,45.9%,455,166,169,37.1%,207,207,45.5%,Y
2013-14,33,67033,6031884,Riverside,Corona-Norco Unified,Vicentia Elementary,N,,,K,6,670,422,425,63.4%,498,501,74.8%,661,418,421,63.7%,493,496,75.0%,Y
2013-14,33,67033,6059026,Riverside,Corona-Norco Unified,Auburndale Intermediate,N,,,7,8,591,389,390,66.0%,445,446,75.5%,591,389,390,66.0%,445,446,75.5%,Y
2013-14,33,67033,6059034,Riverside,Corona-Norco Unified,Corona Fundamental Intermediate,N,,,6,8,1193,496,497,41.7%,643,644,54.0%,1193,496,497,41.7%,643,644,54.0%,Y
2013-14,33,67033,6059042,Riverside,Corona-Norco Unified,Letha Raney Intermediate,N,,,6,8,795,399,399,50.2%,484,484,60.9%,795,399,399,50.2%,484,484,60.9%,Y
2013-14,33,67033,6061766,Riverside,Corona-Norco Unified,Norco Intermediate,N,,,7,8,758,209,211,27.8%,267,269,35.5%,758,209,211,27.8%,267,269,35.5%,Y
2013-14,33,67033,6068753,Riverside,Corona-Norco Unified,Victress Bower School for Exceptional Students,N,,,K,12,54,17,17,31.5%,19,19,35.2%,42,13,13,31.0%,15,15,35.7%,Y
2013-14,33,67033,6084669,Riverside,Corona-Norco Unified,John Stallings Elementary,N,,,K,6,572,328,329,57.5%,393,394,68.9%,571,328,329,57.6%,393,394,69.0%,Y
2013-14,33,67033,6107668,Riverside,Corona-Norco Unified,Foothill Elementary,N,,,K,6,1020,264,266,26.1%,340,342,33.5%,1001,261,263,26.3%,334,336,33.6%,Y
2013-14,33,67033,6107676,Riverside,Corona-Norco Unified,Prado View Elementary,N,,,K,6,821,183,184,22.4%,236,237,28.9%,805,181,182,22.6%,234,235,29.2%,Y
2013-14,33,67033,6110589,Riverside,Corona-Norco Unified,William McKinley Elementary,N,,,K,6,823,318,319,38.8%,421,422,51.3%,799,311,312,39.0%,414,415,51.9%,Y
2013-14,33,67033,6112957,Riverside,Corona-Norco Unified,Susan B. Anthony Elementary,N,,,K,6,915,187,187,20.4%,228,228,24.9%,890,185,185,20.8%,225,225,25.3%,Y
2013-14,33,67033,6114151,Riverside,Corona-Norco Unified,Cesar Chavez Academy,N,,,K,8,930,425,428,46.0%,502,505,54.3%,930,425,428,46.0%,502,505,54.3%,Y
2013-14,33,67033,6116404,Riverside,Corona-Norco Unified,Benjamin Franklin Elementary,N,,,K,6,845,205,206,24.4%,293,294,34.8%,822,200,201,24.5%,286,287,34.9%,Y
2013-14,33,67033,6116412,Riverside,Corona-Norco Unified,Citrus Hills Intermediate,N,,,7,8,1128,192,193,17.1%,267,268,23.8%,1128,192,193,17.1%,267,268,23.8%,Y
2013-14,33,67033,6117998,Riverside,Corona-Norco Unified,Woodrow Wilson Elementary,N,,,K,6,1015,257,262,25.8%,302,307,30.2%,1003,256,261,26.0%,301,306,30.5%,Y
2013-14,33,67033,6120364,Riverside,Corona-Norco Unified,Corona Ranch Elementary,N,,,K,6,1108,483,485,43.8%,568,569,51.4%,1108,483,485,43.8%,568,569,51.4%,Y
2013-14,33,67033,6120372,Riverside,Corona-Norco Unified,Orange Elementary,N,,,K,6,800,183,186,23.3%,216,219,27.4%,782,179,182,23.3%,212,215,27.5%,Y
2013-14,33,67041,6031900,Riverside,Desert Center Unified,Eagle Mountain Elementary,N,,,K,8,14,7,8,57.1%,9,10,71.4%,14,7,8,57.1%,9,10,71.4%,Y
2013-14,33,67058,1,Riverside,Desert Sands Unified,"Nonpublic, Nonsectarian Schools",N,,,,,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,33,67058,100164,Riverside,Desert Sands Unified,Dr. Reynaldo J. Carreon Jr. Academy,N,,,K,5,684,388,412,60.2%,470,494,72.2%,670,387,409,61.0%,469,491,73.3%,Y
2013-14,33,67058,107961,Riverside,Desert Sands Unified,Benjamin Franklin Elementary,N,,,K,5,536,270,289,53.9%,326,345,64.4%,523,270,285,54.5%,326,341,65.2%,Y
2013-14,33,67058,108464,Riverside,Desert Sands Unified,Carrillo Ranch Elementary,N,,,K,5,719,401,409,56.9%,468,476,66.2%,709,401,408,57.5%,468,475,67.0%,Y
2013-14,33,67058,110791,Riverside,Desert Sands Unified,Ronald Reagan Elementary,N,,,K,5,895,344,362,40.4%,442,459,51.3%,876,344,361,41.2%,442,458,52.3%,Y
2013-14,33,67058,111021,Riverside,Desert Sands Unified,Colonel Mitchell Paige Middle,N,,,6,8,878,434,437,49.8%,551,554,63.1%,878,434,437,49.8%,551,554,63.1%,Y
2013-14,33,67058,114504,Riverside,Desert Sands Unified,Summit High (Continuation),N,,,10,12,348,165,172,49.4%,188,194,55.7%,238,140,145,60.9%,160,164,68.9%,Y
2013-14,33,67058,118885,Riverside,Desert Sands Unified,Shadow Hills High,N,,,9,12,1713,891,899,52.5%,1112,1118,65.3%,1670,868,876,52.5%,1083,1089,65.2%,Y
2013-14,33,67058,119305,Riverside,Desert Sands Unified,Desert Ridge Academy,N,,,6,8,1127,730,744,66.0%,857,868,77.0%,1127,730,744,66.0%,857,868,77.0%,Y
2013-14,33,67058,3330388,Riverside,Desert Sands Unified,Palm Desert High,N,,,9,12,2003,681,689,34.4%,854,862,43.0%,1925,650,657,34.1%,818,825,42.9%,Y
2013-14,33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,N,,,9,12,2858,1111,1124,39.3%,1438,1446,50.6%,2773,1082,1095,39.5%,1395,1403,50.6%,Y
2013-14,33,67058,3330909,Riverside,Desert Sands Unified,Horizon,N,,,K,12,295,127,129,43.7%,134,136,46.1%,282,124,126,44.7%,131,133,47.2%,Y
2013-14,33,67058,3331113,Riverside,Desert Sands Unified,Amistad High (Continuation),N,,,9,12,329,122,135,41.0%,131,144,43.8%,228,99,111,48.7%,108,120,52.6%,Y
2013-14,33,67058,3333192,Riverside,Desert Sands Unified,Indio High,N,,,9,12,1999,1510,1526,76.3%,1675,1688,84.4%,1945,1466,1482,76.2%,1630,1643,84.5%,Y
2013-14,33,67058,6031926,Riverside,Desert Sands Unified,Abraham Lincoln Elementary,N,,,K,5,688,463,472,68.6%,530,539,78.3%,673,461,467,69.4%,528,534,79.3%,Y
2013-14,33,67058,6031934,Riverside,Desert Sands Unified,Andrew Jackson Elementary,N,,,K,5,695,466,514,74.0%,523,568,81.7%,682,466,507,74.3%,523,561,82.3%,Y
2013-14,33,67058,6031942,Riverside,Desert Sands Unified,Dwight Eisenhower Elementary,N,,,K,5,471,340,371,78.8%,373,403,85.6%,461,340,368,79.8%,373,400,86.8%,Y
2013-14,33,67058,6031959,Riverside,Desert Sands Unified,George Washington Charter,N,52,Locally funded,K,5,835,210,221,26.5%,258,267,32.0%,808,209,219,27.1%,257,265,32.8%,Y
2013-14,33,67058,6031967,Riverside,Desert Sands Unified,Herbert Hoover Elementary,N,,,K,5,503,353,372,74.0%,365,384,76.3%,488,353,371,76.0%,365,383,78.5%,Y
2013-14,33,67058,6031975,Riverside,Desert Sands Unified,John F. Kennedy Elementary,N,,,K,5,563,444,450,79.9%,468,474,84.2%,552,443,449,81.3%,467,473,85.7%,Y
2013-14,33,67058,6031983,Riverside,Desert Sands Unified,Martin Van Buren Elementary,N,,,K,5,585,415,447,76.4%,451,483,82.6%,578,415,446,77.2%,451,482,83.4%,Y
2013-14,33,67058,6031991,Riverside,Desert Sands Unified,Palm Desert Charter Middle,N,974,Locally funded,6,8,1340,559,562,41.9%,657,660,49.3%,1340,559,562,41.9%,657,660,49.3%,Y
2013-14,33,67058,6032007,Riverside,Desert Sands Unified,Theodore Roosevelt Elementary,N,,,K,5,574,453,479,83.4%,475,501,87.3%,557,449,471,84.6%,471,493,88.5%,Y
2013-14,33,67058,6032015,Riverside,Desert Sands Unified,Thomas Jefferson Middle,N,,,6,8,600,509,517,86.2%,554,562,93.7%,600,509,517,86.2%,554,562,93.7%,Y
2013-14,33,67058,6106082,Riverside,Desert Sands Unified,Harry S. Truman Elementary,N,,,K,5,533,304,310,58.2%,360,366,68.7%,523,304,310,59.3%,360,366,70.0%,Y
2013-14,33,67058,6107759,Riverside,Desert Sands Unified,La Quinta Middle,N,,,6,8,507,362,367,72.4%,429,432,85.2%,507,362,367,72.4%,429,432,85.2%,Y
2013-14,33,67058,6108955,Riverside,Desert Sands Unified,James Madison Elementary,N,,,K,5,546,365,376,68.9%,416,426,78.0%,532,364,372,69.9%,415,422,79.3%,Y
2013-14,33,67058,6109045,Riverside,Desert Sands Unified,James Monroe Elementary,N,,,K,5,603,239,249,41.3%,287,297,49.3%,592,239,248,41.9%,287,296,50.0%,Y
2013-14,33,67058,6109789,Riverside,Desert Sands Unified,Gerald R. Ford Elementary,N,,,K,5,811,247,254,31.3%,296,303,37.4%,797,246,253,31.7%,295,302,37.9%,Y
2013-14,33,67058,6109797,Riverside,Desert Sands Unified,Indio Middle,N,,,6,8,844,698,705,83.5%,765,771,91.4%,844,698,705,83.5%,765,771,91.4%,Y
2013-14,33,67058,6113880,Riverside,Desert Sands Unified,James Earl Carter Elementary,N,,,K,5,684,235,244,35.7%,294,303,44.3%,677,234,242,35.7%,293,301,44.5%,Y
2013-14,33,67058,6113898,Riverside,Desert Sands Unified,John Adams Elementary,N,,,K,5,462,281,316,68.4%,314,348,75.3%,444,280,312,70.3%,313,344,77.5%,Y
2013-14,33,67058,6116636,Riverside,Desert Sands Unified,Lyndon B. Johnson Elementary,N,,,K,5,540,325,351,65.0%,385,410,75.9%,534,325,351,65.7%,385,410,76.8%,Y
2013-14,33,67058,6118855,Riverside,Desert Sands Unified,John Glenn Middle School of International Studies,N,,,6,8,1443,589,598,41.4%,756,760,52.7%,1443,589,598,41.4%,756,760,52.7%,Y
